CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
752666508.0,41.0,M,4.0,College,Married,$80K - $120K,Silver,34.0,4.0,3.0,3.0,34516.0,1347.0,33169.0,0.8009999999999999,1005.0,22.0,1.0,0.039,Existing Customer
720655833.0,48.0,F,4.0,High School,Married,Less than $40K,Blue,30.0,2.0,3.0,2.0,2913.0,0.0,,1.058,4955.0,56.0,0.8059999999999999,0.0,Attrited Customer
721288158.0,33.0,M,2.0,Unknown,Single,$120K +,Blue,15.0,4.0,2.0,2.0,25033.0,2300.0,22733.0,0.716,2529.0,71.0,0.578,0.092,Existing Customer
709820658.0,45.0,M,4.0,High School,Married,$80K - $120K,Blue,36.0,3.0,2.0,3.0,34516.0,1170.0,33346.0,0.6779999999999999,3785.0,64.0,0.6,0.034,Existing Customer
772220433.0,44.0,M,3.0,College,Unknown,$60K - $80K,Blue,33.0,6.0,3.0,2.0,15468.0,1187.0,14281.0,0.93,4484.0,81.0,0.841,0.077,Existing Customer
826513233.0,54.0,F,3.0,Unknown,Married,Less than $40K,Blue,50.0,6.0,2.0,2.0,3796.0,2396.0,1400.0,0.569,2069.0,54.0,0.742,0.631,Existing Customer
798546408.0,61.0,F,1.0,College,Single,Less than $40K,Blue,55.0,2.0,3.0,2.0,8283.0,1444.0,6839.0,0.698,7553.0,104.0,0.529,0.174,Existing Customer
709537683.0,37.0,M,3.0,College,Married,$80K - $120K,Blue,30.0,3.0,4.0,3.0,11638.0,926.0,10712.0,0.262,563.0,15.0,0.364,0.08,Attrited Customer
718614183.0,43.0,F,4.0,High School,Unknown,Less than $40K,Silver,31.0,6.0,2.0,2.0,13651.0,0.0,13651.0,1.046,9772.0,71.0,0.775,0.0,Attrited Customer
808045833.0,49.0,M,3.0,Uneducated,Single,Less than $40K,Blue,44.0,2.0,3.0,2.0,7659.0,1698.0,5961.0,0.992,15860.0,105.0,0.75,0.222,Existing Customer
709887483.0,56.0,M,2.0,Uneducated,Divorced,$40K - $60K,Blue,45.0,3.0,1.0,3.0,6331.0,1420.0,4911.0,0.529,3527.0,69.0,0.43799999999999994,0.22399999999999998,Existing Customer
712723608.0,44.0,F,3.0,Uneducated,Unknown,Less than $40K,Blue,36.0,6.0,2.0,4.0,1713.0,0.0,1713.0,0.6779999999999999,3999.0,66.0,1.062,0.0,Existing Customer
720182658.0,44.0,F,3.0,Uneducated,Single,Unknown,Blue,31.0,4.0,2.0,3.0,18056.0,940.0,17116.0,0.629,4473.0,72.0,0.6,0.052000000000000005,Existing Customer
817142433.0,35.0,M,3.0,Graduate,Married,$80K - $120K,Blue,20.0,5.0,3.0,4.0,8082.0,2307.0,5775.0,0.637,1725.0,29.0,1.071,0.285,Existing Customer
711948333.0,42.0,M,1.0,Uneducated,Married,$80K - $120K,Blue,36.0,6.0,1.0,2.0,9247.0,710.0,8537.0,0.735,1190.0,30.0,0.5,0.077,Existing Customer
715241583.0,34.0,M,3.0,High School,Married,$120K +,Blue,25.0,3.0,2.0,4.0,23959.0,2517.0,21442.0,0.9259999999999999,1870.0,45.0,0.667,0.105,Existing Customer
709955958.0,41.0,F,1.0,High School,Single,Less than $40K,Blue,33.0,4.0,2.0,0.0,8054.0,1023.0,7031.0,0.75,3374.0,45.0,0.875,0.127,Existing Customer
715550508.0,45.0,F,3.0,Unknown,Married,Unknown,Blue,28.0,5.0,1.0,2.0,2535.0,2440.0,,1.705,1312.0,20.0,1.222,0.963,Existing Customer
817887408.0,39.0,F,1.0,Uneducated,Single,Less than $40K,Blue,34.0,3.0,1.0,4.0,6904.0,1148.0,5756.0,0.649,3485.0,84.0,0.615,0.166,Existing Customer
710840433.0,34.0,M,1.0,College,Unknown,$40K - $60K,Blue,20.0,2.0,1.0,3.0,7452.0,1656.0,5796.0,0.6,3339.0,51.0,0.9620000000000001,0.222,Existing Customer
715043508.0,38.0,M,2.0,Graduate,Unknown,$40K - $60K,Blue,36.0,4.0,3.0,4.0,9515.0,0.0,9515.0,0.79,4642.0,61.0,0.605,0.0,Existing Customer
770024733.0,53.0,F,2.0,Uneducated,Single,$40K - $60K,Blue,47.0,1.0,2.0,3.0,1699.0,0.0,1699.0,0.602,2520.0,49.0,0.531,0.0,Attrited Customer
,,,,,,,,,,,,,,,,,,,,Existing Customer
718024908.0,52.0,F,2.0,Graduate,Unknown,Less than $40K,Blue,40.0,2.0,1.0,3.0,2743.0,1705.0,1038.0,0.605,6993.0,97.0,0.54,0.622,Existing Customer
719049033.0,53.0,M,3.0,High School,Married,$120K +,Blue,44.0,5.0,6.0,4.0,14057.0,1655.0,12402.0,0.6759999999999999,2073.0,60.0,0.33299999999999996,0.11800000000000001,Existing Customer
714151533.0,55.0,F,1.0,Graduate,Married,$40K - $60K,Blue,46.0,5.0,4.0,4.0,4589.0,1622.0,,0.425,1569.0,33.0,0.26899999999999996,0.353,Existing Customer
709971708.0,51.0,F,1.0,High School,Single,Unknown,Blue,41.0,3.0,3.0,2.0,9701.0,0.0,,1.024,9404.0,62.0,0.8240000000000001,0.0,Attrited Customer
710644158.0,45.0,M,3.0,Graduate,Unknown,$80K - $120K,Blue,28.0,5.0,3.0,1.0,31743.0,1332.0,30411.0,0.665,4293.0,73.0,0.622,0.042,Existing Customer
717112533.0,52.0,F,1.0,Graduate,Unknown,Less than $40K,Blue,42.0,6.0,2.0,0.0,6946.0,0.0,6946.0,0.745,4058.0,88.0,0.725,0.0,Existing Customer
715522233.0,45.0,F,3.0,Doctorate,Single,Less than $40K,Blue,27.0,1.0,6.0,3.0,2917.0,1523.0,1394.0,0.7240000000000001,4878.0,92.0,0.804,0.522,Existing Customer
771725808.0,43.0,M,3.0,Uneducated,Unknown,$80K - $120K,Blue,31.0,5.0,1.0,4.0,28700.0,769.0,27931.0,0.9009999999999999,3395.0,71.0,0.578,0.027000000000000003,Existing Customer
804434058.0,47.0,M,1.0,College,Married,$60K - $80K,Silver,42.0,6.0,4.0,2.0,27437.0,0.0,27437.0,0.872,4660.0,79.0,0.6809999999999999,0.0,Existing Customer
718415133.0,38.0,M,1.0,Uneducated,Married,$80K - $120K,Blue,25.0,6.0,1.0,3.0,11352.0,0.0,11352.0,1.324,1601.0,34.0,1.125,0.0,Existing Customer
715013733.0,54.0,M,4.0,Graduate,Married,$60K - $80K,Blue,36.0,4.0,3.0,3.0,6905.0,2303.0,4602.0,0.7120000000000001,1370.0,25.0,0.7859999999999999,0.33399999999999996,Existing Customer
710133858.0,40.0,F,1.0,Graduate,Unknown,Less than $40K,Blue,30.0,5.0,1.0,1.0,7554.0,1848.0,5706.0,0.767,4150.0,64.0,0.524,0.245,Existing Customer
721039308.0,40.0,M,4.0,Uneducated,Single,$80K - $120K,Blue,36.0,4.0,3.0,2.0,32431.0,850.0,31581.0,0.9259999999999999,4400.0,71.0,1.088,0.026000000000000002,Existing Customer
721051908.0,45.0,M,3.0,Graduate,Single,$60K - $80K,Blue,33.0,3.0,1.0,3.0,7552.0,0.0,7552.0,0.46299999999999997,1393.0,32.0,0.455,0.0,Existing Customer
721062408.0,54.0,M,2.0,Uneducated,Divorced,$40K - $60K,Blue,34.0,4.0,3.0,4.0,6387.0,1597.0,4790.0,0.6890000000000001,1294.0,26.0,0.529,0.25,Existing Customer
708136908.0,62.0,F,0.0,Graduate,Single,Less than $40K,Blue,53.0,5.0,2.0,2.0,2616.0,801.0,1815.0,0.7190000000000001,4655.0,68.0,0.511,0.306,Existing Customer
789760233.0,29.0,M,0.0,Unknown,Divorced,$80K - $120K,Blue,14.0,6.0,3.0,3.0,3544.0,0.0,,0.718,2435.0,63.0,1.032,0.0,Existing Customer
716247708.0,51.0,M,4.0,College,Single,$120K +,Gold,33.0,2.0,2.0,2.0,34516.0,1848.0,32668.0,0.775,14149.0,103.0,0.6890000000000001,0.054000000000000006,Existing Customer
713281833.0,37.0,M,3.0,Unknown,Single,$40K - $60K,Blue,29.0,6.0,2.0,3.0,13589.0,2517.0,11072.0,0.941,9456.0,79.0,1.026,0.185,Attrited Customer
714529233.0,36.0,F,2.0,Graduate,Married,Less than $40K,Blue,24.0,3.0,1.0,3.0,3124.0,1593.0,1531.0,0.8690000000000001,1652.0,41.0,0.36700000000000005,0.51,Existing Customer
713455233.0,48.0,M,3.0,Graduate,Married,$80K - $120K,Blue,37.0,5.0,2.0,1.0,34516.0,1416.0,33100.0,0.491,4026.0,65.0,0.512,0.040999999999999995,Existing Customer
709058808.0,56.0,F,2.0,College,Married,Less than $40K,Blue,36.0,6.0,1.0,2.0,2781.0,1035.0,,0.816,1707.0,42.0,1.2109999999999999,0.37200000000000005,Existing Customer
716635758.0,38.0,F,2.0,Unknown,Single,$40K - $60K,Blue,29.0,5.0,3.0,2.0,3276.0,2331.0,945.0,0.5670000000000001,4345.0,68.0,0.511,0.7120000000000001,Existing Customer
801383808.0,50.0,M,3.0,Graduate,Single,$60K - $80K,Blue,44.0,4.0,2.0,3.0,23090.0,839.0,22251.0,1.3259999999999998,1198.0,24.0,1.0,0.036000000000000004,Existing Customer
812224983.0,56.0,M,2.0,Graduate,Single,$120K +,Blue,51.0,1.0,1.0,2.0,4675.0,1340.0,3335.0,0.68,8037.0,100.0,0.852,0.287,Existing Customer
816528333.0,64.0,F,0.0,High School,Single,Less than $40K,Blue,56.0,6.0,6.0,1.0,2609.0,1115.0,1494.0,0.753,4546.0,59.0,0.903,0.42700000000000005,Existing Customer
818459733.0,41.0,M,3.0,Doctorate,Single,$120K +,Blue,26.0,3.0,2.0,2.0,9220.0,0.0,9220.0,0.733,2276.0,32.0,0.6,0.0,Attrited Customer
715220508.0,31.0,F,0.0,High School,Married,Less than $40K,Blue,22.0,4.0,2.0,1.0,3273.0,2517.0,756.0,1.465,2726.0,57.0,0.727,0.769,Existing Customer
715360458.0,45.0,F,3.0,Graduate,Divorced,Unknown,Blue,36.0,2.0,3.0,2.0,12406.0,1980.0,10426.0,0.7909999999999999,8113.0,90.0,0.5,0.16,Existing Customer
709229358.0,46.0,F,5.0,Uneducated,Single,Less than $40K,Blue,38.0,6.0,1.0,4.0,2601.0,1604.0,997.0,0.853,4835.0,80.0,0.7020000000000001,0.617,Existing Customer
794490858.0,48.0,F,1.0,High School,Married,$40K - $60K,Silver,28.0,3.0,1.0,2.0,15713.0,1387.0,14326.0,0.904,4775.0,61.0,0.605,0.08800000000000001,Existing Customer
822898758.0,44.0,F,5.0,Post-Graduate,Married,Less than $40K,Blue,40.0,3.0,3.0,4.0,4453.0,973.0,3480.0,0.9079999999999999,3239.0,66.0,0.65,0.21899999999999997,Existing Customer
771424908.0,38.0,M,2.0,Unknown,Unknown,$60K - $80K,Blue,26.0,2.0,2.0,3.0,11252.0,1129.0,10123.0,0.462,1766.0,31.0,0.47600000000000003,0.1,Attrited Customer
710019933.0,29.0,M,1.0,Uneducated,Single,$40K - $60K,Blue,22.0,2.0,3.0,3.0,11522.0,1203.0,10319.0,0.847,13720.0,119.0,0.831,0.10400000000000001,Existing Customer
814586958.0,43.0,F,2.0,College,Divorced,Unknown,Blue,38.0,4.0,3.0,2.0,3264.0,2042.0,1222.0,0.752,4624.0,75.0,0.705,0.626,Existing Customer
714503433.0,57.0,F,2.0,Doctorate,Married,Less than $40K,Blue,36.0,1.0,3.0,3.0,1615.0,950.0,665.0,0.507,2212.0,43.0,0.387,0.588,Attrited Customer
,,,,,,,,,,,,,,,,,,,,Existing Customer
720708183.0,53.0,F,1.0,Uneducated,Divorced,$40K - $60K,Silver,36.0,5.0,1.0,1.0,15248.0,1242.0,,0.725,4758.0,83.0,0.456,0.081,Existing Customer
712663533.0,40.0,M,4.0,High School,Single,$40K - $60K,Blue,32.0,6.0,4.0,2.0,2441.0,1656.0,,0.762,3903.0,62.0,0.8240000000000001,0.6779999999999999,Existing Customer
713381433.0,38.0,F,1.0,High School,Married,Less than $40K,Blue,28.0,3.0,3.0,3.0,4196.0,731.0,3465.0,0.485,1868.0,30.0,0.2,0.174,Attrited Customer
710701233.0,44.0,F,5.0,Graduate,Single,Unknown,Blue,37.0,3.0,1.0,1.0,17785.0,1259.0,16526.0,0.8059999999999999,3890.0,72.0,1.1179999999999999,0.071,Existing Customer
778239933.0,45.0,F,4.0,Graduate,Married,Unknown,Blue,35.0,6.0,3.0,0.0,2801.0,2043.0,758.0,0.583,1241.0,46.0,0.643,0.7290000000000001,Existing Customer
709873683.0,60.0,M,0.0,Doctorate,Unknown,$40K - $60K,Silver,53.0,4.0,2.0,1.0,16541.0,1428.0,15113.0,0.846,4352.0,82.0,0.907,0.086,Existing Customer
779557533.0,54.0,M,1.0,Post-Graduate,Single,$80K - $120K,Blue,40.0,6.0,3.0,3.0,10260.0,942.0,,1.042,1566.0,50.0,0.562,0.092,Existing Customer
778643733.0,48.0,F,1.0,Uneducated,Single,$40K - $60K,Gold,28.0,3.0,2.0,1.0,23981.0,1454.0,22527.0,0.925,9140.0,64.0,0.684,0.061,Attrited Customer
712043433.0,53.0,M,1.0,Graduate,Married,$80K - $120K,Blue,36.0,5.0,2.0,2.0,11329.0,1180.0,10149.0,0.648,1213.0,33.0,0.5710000000000001,0.10400000000000001,Existing Customer
811111083.0,56.0,M,2.0,High School,Married,$60K - $80K,Blue,51.0,5.0,6.0,3.0,2863.0,2517.0,346.0,0.583,1458.0,39.0,0.696,0.879,Existing Customer
717280158.0,49.0,M,3.0,Graduate,Married,Less than $40K,Blue,36.0,3.0,3.0,5.0,2976.0,1817.0,1159.0,0.7390000000000001,3332.0,60.0,0.667,0.611,Existing Customer
708923658.0,41.0,F,3.0,Unknown,Unknown,Less than $40K,Blue,28.0,3.0,2.0,2.0,7234.0,1420.0,5814.0,0.539,4466.0,92.0,0.736,0.196,Existing Customer
779571708.0,43.0,M,5.0,Graduate,Married,$60K - $80K,Blue,25.0,1.0,2.0,3.0,4259.0,0.0,4259.0,0.934,7993.0,71.0,0.6509999999999999,0.0,Attrited Customer
712574583.0,34.0,F,1.0,Graduate,Single,Unknown,Blue,21.0,6.0,1.0,3.0,6376.0,1322.0,5054.0,0.7090000000000001,5192.0,70.0,0.628,0.207,Existing Customer
711846183.0,38.0,F,3.0,Graduate,Single,$40K - $60K,Blue,26.0,3.0,2.0,3.0,2669.0,0.0,2669.0,0.67,2271.0,31.0,0.722,0.0,Attrited Customer
718612758.0,36.0,M,2.0,High School,Married,$120K +,Blue,36.0,3.0,1.0,2.0,34516.0,939.0,33577.0,0.826,15552.0,107.0,0.754,0.027000000000000003,Existing Customer
718071933.0,49.0,M,1.0,Graduate,Married,$40K - $60K,Blue,36.0,4.0,2.0,3.0,4158.0,1889.0,2269.0,0.872,15842.0,130.0,0.831,0.45399999999999996,Existing Customer
716773533.0,33.0,M,3.0,Graduate,Married,$60K - $80K,Blue,36.0,5.0,1.0,3.0,1726.0,1215.0,511.0,1.175,1712.0,48.0,0.5479999999999999,0.7040000000000001,Existing Customer
798962058.0,36.0,F,5.0,Graduate,Married,Less than $40K,Blue,30.0,3.0,3.0,3.0,3103.0,2399.0,704.0,0.581,1836.0,48.0,0.655,0.773,Existing Customer
712491108.0,35.0,M,1.0,Post-Graduate,Married,$80K - $120K,Blue,20.0,6.0,3.0,4.0,13046.0,1177.0,,1.214,2601.0,52.0,0.733,0.09,Existing Customer
719591283.0,38.0,M,2.0,Uneducated,Married,Less than $40K,Blue,27.0,6.0,2.0,4.0,1438.3,0.0,,0.945,2412.0,58.0,0.657,0.0,Existing Customer
721059033.0,48.0,F,3.0,High School,Divorced,$40K - $60K,Blue,40.0,4.0,1.0,2.0,1919.0,774.0,1145.0,0.965,1505.0,33.0,0.737,0.40299999999999997,Existing Customer
789582483.0,60.0,M,1.0,High School,Divorced,$40K - $60K,Blue,53.0,2.0,3.0,3.0,9369.0,1813.0,,0.6579999999999999,7699.0,101.0,0.629,0.19399999999999998,Existing Customer
719418933.0,53.0,M,2.0,Uneducated,Married,$80K - $120K,Blue,36.0,1.0,3.0,3.0,4503.0,0.0,4503.0,0.659,748.0,20.0,0.429,0.0,Attrited Customer
772922883.0,41.0,M,3.0,Unknown,Married,$80K - $120K,Blue,22.0,3.0,3.0,4.0,20543.0,0.0,20543.0,0.547,1874.0,42.0,0.615,0.0,Attrited Customer
818045958.0,46.0,M,4.0,Graduate,Single,$40K - $60K,Blue,41.0,5.0,3.0,2.0,6741.0,1745.0,4996.0,0.5589999999999999,1682.0,46.0,0.43799999999999994,0.259,Existing Customer
719709558.0,48.0,M,3.0,Graduate,Married,$40K - $60K,Blue,33.0,3.0,1.0,2.0,6223.0,2126.0,4097.0,0.6809999999999999,4518.0,79.0,0.795,0.342,Existing Customer
714294183.0,54.0,M,1.0,Graduate,Divorced,$80K - $120K,Blue,44.0,1.0,3.0,3.0,9580.0,132.0,9448.0,0.32,5385.0,51.0,0.308,0.013999999999999999,Attrited Customer
779841483.0,55.0,F,1.0,Doctorate,Married,Unknown,Blue,39.0,1.0,3.0,3.0,12972.0,1424.0,11548.0,0.525,2238.0,36.0,0.2,0.11,Attrited Customer
714351558.0,64.0,F,0.0,Uneducated,Single,Less than $40K,Blue,36.0,3.0,2.0,1.0,1829.0,0.0,1829.0,0.5760000000000001,3950.0,65.0,0.5479999999999999,0.0,Existing Customer
778728783.0,39.0,F,2.0,Unknown,Married,Less than $40K,Blue,19.0,5.0,3.0,1.0,3156.0,2095.0,1061.0,1.281,2739.0,56.0,0.75,0.664,Existing Customer
773177358.0,48.0,F,3.0,Graduate,Married,Unknown,Blue,41.0,1.0,2.0,2.0,8074.0,2426.0,5648.0,0.72,5372.0,93.0,0.7879999999999999,0.3,Existing Customer
714616308.0,44.0,F,4.0,Uneducated,Divorced,Less than $40K,Blue,38.0,6.0,4.0,1.0,7182.0,1774.0,5408.0,0.583,4294.0,67.0,0.718,0.247,Existing Customer
,,,,,,,,,,,,,,,,,,,,Existing Customer
716150358.0,38.0,M,3.0,Graduate,Married,Less than $40K,Silver,27.0,3.0,2.0,3.0,10343.0,2070.0,8273.0,0.747,14805.0,115.0,0.769,0.2,Existing Customer
711379083.0,60.0,F,0.0,Doctorate,Single,Less than $40K,Blue,42.0,5.0,3.0,3.0,2758.0,1429.0,1329.0,0.718,5124.0,74.0,0.644,0.518,Existing Customer
718788258.0,52.0,M,5.0,Unknown,Married,$80K - $120K,Blue,40.0,3.0,3.0,4.0,30314.0,776.0,29538.0,0.705,3290.0,82.0,0.64,0.026000000000000002,Existing Customer
721036233.0,61.0,M,0.0,High School,Married,$60K - $80K,Blue,36.0,4.0,3.0,3.0,9172.0,1567.0,7605.0,1.4509999999999998,1836.0,42.0,0.75,0.171,Existing Customer
717376758.0,56.0,F,2.0,High School,Married,Less than $40K,Blue,47.0,4.0,3.0,1.0,2238.0,1324.0,914.0,0.762,4108.0,72.0,0.846,0.5920000000000001,Existing Customer
708382083.0,49.0,M,5.0,High School,Married,$80K - $120K,Blue,36.0,6.0,2.0,2.0,2292.0,0.0,2292.0,0.976,2584.0,60.0,0.5,0.0,Existing Customer
710110683.0,52.0,M,2.0,College,Married,$60K - $80K,Blue,36.0,1.0,1.0,3.0,7879.0,1007.0,6872.0,0.726,4844.0,83.0,0.976,0.128,Existing Customer
771420708.0,42.0,F,4.0,Unknown,Single,Less than $40K,Blue,30.0,3.0,2.0,1.0,1446.0,621.0,825.0,0.826,4860.0,68.0,0.7,0.429,Existing Customer
715872333.0,41.0,M,0.0,High School,Unknown,$120K +,Blue,36.0,3.0,2.0,3.0,18214.0,1998.0,16216.0,0.8290000000000001,1344.0,21.0,1.1,0.11,Existing Customer
715415508.0,42.0,F,4.0,Graduate,Single,Unknown,Blue,36.0,3.0,3.0,3.0,9396.0,1870.0,7526.0,0.7140000000000001,4301.0,71.0,0.6509999999999999,0.19899999999999998,Existing Customer
717348258.0,33.0,M,1.0,Graduate,Married,$120K +,Blue,21.0,4.0,1.0,3.0,4459.0,1899.0,2560.0,1.349,2502.0,48.0,1.0,0.426,Existing Customer
822885033.0,31.0,M,1.0,High School,Married,$60K - $80K,Blue,24.0,2.0,1.0,3.0,4328.0,1493.0,,0.6509999999999999,14731.0,120.0,0.765,0.345,Existing Customer
709459608.0,47.0,F,2.0,Unknown,Unknown,$40K - $60K,Blue,36.0,1.0,3.0,3.0,1811.0,0.0,1811.0,0.61,5390.0,87.0,0.7759999999999999,0.0,Existing Customer
712974558.0,56.0,F,2.0,College,Single,Less than $40K,Blue,43.0,1.0,3.0,1.0,5254.0,0.0,5254.0,0.6509999999999999,4546.0,89.0,0.7120000000000001,0.0,Existing Customer
814471983.0,42.0,M,3.0,High School,Divorced,$80K - $120K,Blue,37.0,6.0,3.0,3.0,27310.0,0.0,,0.919,1537.0,41.0,1.05,0.0,Existing Customer
718206783.0,45.0,F,4.0,Unknown,Single,Less than $40K,Gold,36.0,6.0,1.0,3.0,15987.0,1648.0,14339.0,0.732,1436.0,36.0,1.25,0.10300000000000001,Existing Customer
718654533.0,33.0,F,1.0,High School,Single,Less than $40K,Silver,24.0,5.0,2.0,2.0,12956.0,0.0,12956.0,1.053,2492.0,56.0,0.9309999999999999,0.0,Existing Customer
758617233.0,56.0,F,5.0,Doctorate,Single,Less than $40K,Blue,49.0,3.0,3.0,2.0,4132.0,1559.0,2573.0,0.8270000000000001,14781.0,108.0,0.688,0.377,Existing Customer
710842308.0,41.0,F,5.0,Uneducated,Single,$40K - $60K,Blue,26.0,4.0,3.0,4.0,2264.0,928.0,1336.0,0.662,4150.0,83.0,0.8440000000000001,0.41,Existing Customer
708694983.0,55.0,F,1.0,Uneducated,Unknown,Less than $40K,Blue,36.0,1.0,2.0,1.0,3150.0,2222.0,,0.794,14750.0,96.0,0.655,0.705,Existing Customer
711146358.0,39.0,F,1.0,Graduate,Married,Unknown,Blue,29.0,4.0,3.0,2.0,3358.0,1758.0,1600.0,0.723,1759.0,33.0,0.737,0.524,Existing Customer
772514808.0,36.0,F,2.0,Uneducated,Single,$40K - $60K,Blue,26.0,3.0,2.0,4.0,3131.0,2379.0,752.0,0.748,2315.0,63.0,0.853,0.76,Existing Customer
789817833.0,44.0,F,5.0,Post-Graduate,Unknown,Less than $40K,Blue,33.0,3.0,3.0,2.0,9073.0,2466.0,,0.446,6793.0,60.0,1.069,0.272,Attrited Customer
787284858.0,35.0,M,2.0,Uneducated,Unknown,$120K +,Blue,29.0,5.0,1.0,2.0,3300.0,1731.0,1569.0,0.6890000000000001,1745.0,27.0,0.929,0.525,Existing Customer
780496833.0,56.0,F,1.0,College,Single,Less than $40K,Blue,43.0,3.0,2.0,2.0,2846.0,0.0,2846.0,0.747,2122.0,44.0,0.419,0.0,Attrited Customer
804598908.0,35.0,M,3.0,Graduate,Single,$80K - $120K,Blue,25.0,3.0,2.0,3.0,6510.0,2055.0,4455.0,1.042,2238.0,49.0,0.531,0.316,Existing Customer
708971583.0,38.0,F,2.0,Uneducated,Single,Less than $40K,Blue,29.0,3.0,3.0,2.0,3590.0,1924.0,1666.0,0.573,1472.0,37.0,0.762,0.536,Existing Customer
713399583.0,49.0,M,2.0,Unknown,Married,$80K - $120K,Blue,39.0,2.0,3.0,4.0,29865.0,2097.0,27768.0,0.902,8636.0,74.0,0.9470000000000001,0.07,Attrited Customer
745853283.0,38.0,F,1.0,Graduate,Married,Unknown,Blue,31.0,3.0,1.0,3.0,7234.0,0.0,7234.0,0.899,5198.0,75.0,1.083,0.0,Existing Customer
716934333.0,50.0,M,3.0,Uneducated,Single,$80K - $120K,Blue,40.0,3.0,1.0,4.0,13306.0,2458.0,10848.0,0.516,3556.0,68.0,0.581,0.185,Existing Customer
,,,,,,,,,,,,,,,,,,,,Attrited Customer
719816583.0,46.0,M,3.0,Doctorate,Married,$120K +,Blue,38.0,3.0,2.0,2.0,8989.0,552.0,,0.6990000000000001,2309.0,49.0,0.633,0.061,Attrited Customer
709837308.0,34.0,F,3.0,Graduate,Single,Unknown,Blue,19.0,6.0,1.0,2.0,7531.0,0.0,7531.0,1.0070000000000001,3833.0,71.0,0.578,0.0,Existing Customer
711970533.0,54.0,F,4.0,Unknown,Married,Less than $40K,Blue,41.0,3.0,2.0,0.0,1491.0,1349.0,142.0,0.7559999999999999,4365.0,71.0,0.732,0.905,Existing Customer
709411383.0,45.0,M,2.0,Uneducated,Unknown,$40K - $60K,Blue,37.0,6.0,4.0,1.0,2811.0,1630.0,,0.847,4275.0,78.0,0.733,0.58,Existing Customer
771894558.0,50.0,M,3.0,High School,Single,$80K - $120K,Blue,39.0,4.0,1.0,4.0,9964.0,1559.0,8405.0,1.8730000000000002,1626.0,25.0,0.7859999999999999,0.156,Existing Customer
720303933.0,40.0,M,2.0,Graduate,Married,$80K - $120K,Blue,36.0,6.0,1.0,3.0,3340.0,1282.0,,0.7240000000000001,4526.0,82.0,0.547,0.384,Existing Customer
709942383.0,34.0,M,1.0,Graduate,Married,$80K - $120K,Blue,36.0,5.0,3.0,2.0,6313.0,782.0,5531.0,0.9309999999999999,1703.0,34.0,0.889,0.124,Existing Customer
789853533.0,54.0,M,3.0,High School,Married,$40K - $60K,Blue,44.0,2.0,1.0,5.0,3032.0,0.0,3032.0,0.9490000000000001,1037.0,14.0,2.5,0.0,Attrited Customer
711523533.0,43.0,M,5.0,Post-Graduate,Single,$60K - $80K,Blue,31.0,3.0,3.0,1.0,17230.0,1805.0,15425.0,0.7879999999999999,14781.0,130.0,0.857,0.105,Existing Customer
712189233.0,38.0,F,1.0,Graduate,Married,$40K - $60K,Blue,20.0,5.0,1.0,3.0,5153.0,2517.0,2636.0,1.4880000000000002,3095.0,63.0,0.9690000000000001,0.488,Existing Customer
713519508.0,47.0,M,4.0,High School,Divorced,$60K - $80K,Blue,36.0,1.0,1.0,1.0,1983.0,989.0,994.0,0.726,5065.0,80.0,0.667,0.499,Existing Customer
809378133.0,43.0,F,3.0,Uneducated,Single,Less than $40K,Blue,38.0,6.0,1.0,2.0,1521.0,0.0,1521.0,0.7909999999999999,4880.0,79.0,0.5489999999999999,0.0,Existing Customer
778936008.0,46.0,F,4.0,High School,Married,Unknown,Blue,30.0,3.0,1.0,3.0,5869.0,0.0,5869.0,0.852,5103.0,83.0,0.8440000000000001,0.0,Existing Customer
769100508.0,55.0,F,5.0,High School,Single,Less than $40K,Blue,49.0,6.0,2.0,1.0,2177.0,1472.0,705.0,0.787,5228.0,77.0,0.674,0.6759999999999999,Existing Customer
711436983.0,57.0,M,3.0,Unknown,Single,$120K +,Silver,49.0,1.0,2.0,1.0,34516.0,2517.0,31999.0,0.693,8596.0,102.0,0.672,0.073,Existing Customer
715516458.0,42.0,F,1.0,High School,Married,$40K - $60K,Blue,36.0,5.0,3.0,2.0,2705.0,2430.0,275.0,0.698,2602.0,43.0,0.433,0.898,Attrited Customer
713929533.0,36.0,F,3.0,College,Married,Less than $40K,Blue,36.0,2.0,2.0,2.0,1707.0,0.0,1707.0,0.319,2060.0,52.0,0.529,0.0,Attrited Customer
715599633.0,51.0,M,1.0,College,Married,$80K - $120K,Silver,38.0,2.0,3.0,2.0,34516.0,0.0,34516.0,0.6779999999999999,7686.0,89.0,0.618,0.0,Existing Customer
720837708.0,42.0,F,3.0,College,Unknown,Less than $40K,Blue,28.0,1.0,2.0,3.0,5471.0,2517.0,2954.0,0.493,5103.0,94.0,0.679,0.46,Existing Customer
719168883.0,45.0,F,5.0,Unknown,Single,Less than $40K,Blue,34.0,1.0,4.0,1.0,5155.0,0.0,5155.0,1.014,2753.0,45.0,0.607,0.0,Attrited Customer
